회차,등수,번호,상호명,주소
834,2,44,AM&PM,경남 김해시 가락로 43 복권판매점
834,2,45,양산행복로또,경남 양산시 서일동로 5
834,2,46,로또복권하대점,경남 진주시 도동로 188
834,2,47,CU(진주동문점),경남 진주시 강남동 127 1층 CU편의점 내
835,1,1,스파,서울 노원구 동일로 1493 주공10단지종합상가111
835,1,2,제이복권방,서울 종로구 종로 225-1 평창빌딩 1층 103호
835,1,3,다연마트,서울 중랑구 겸재로 122
835,1,4,돈벼락맞는곳,부산 사상구 낙동대로 910 마트월드 A-160호
835,1,5,위너로또,인천 남동구 구월남로 212 동원프라자 101호
835,1,6,찬스복권방,인천 부평구 육동로 20-1 1층
835,1,7,GS25(십정센터점),인천 부평구 십정동 117번지 B동
835,1,8,신흥엑스포쇼핑,인천 서구 가석로156번길 20
835,1,9,행복로또,광주 동구 남문로 699 행복로또
835,1,10,대박나라,대전 유성구 유성대로720번길 45
835,1,11,역전광장상회,경기 파주시 금촌1동 329-19번지
835,1,12,행운복권방,경기 평택시 서정남로 131
835,1,13,대박찬스,전북 군산시 칠성로 164
835,1,14,나이스로또복권,전남 여수시 이순신광장로 210
835,1,15,행운복권방(감포),경북 경주시 감포로 141
835,2,1,로또복권방,서울 구로구 개봉동 63-4번지
835,2,2,CU 장승배기역점,서울 동작구 노량진동(노량진제2동) 311-31
835,2,3,위드미(논현역점),서울 서초구 잠원동 40-9
835,2,4,영광정보통신,서울 성북구 화랑로 92 1층 우측1호
835,2,5,잠실매점,서울 송파구 올림픽로 269 잠실역 8번출구 앞 가판
835,2,6,씨스페이스(대림점),서울 영등포구 대림동(대림제2동) 993-57 1동 9호
835,2,7,CU(용산신창점),서울 용산구 신창동 59-4번지
835,2,8,하임마트,서울 중구 퇴계로 439-4 1층
835,2,9,축복마트,서울 중랑구 동일로 616
835,2,10,공중센타,부산 동구 고관로 11-1
835,2,11,포시즌부산진역,부산 동구 수정동 194번지
835,2,12,CU(초읍대공원점),부산 부산진구 초읍동 171-2 목화빌딩
835,2,13,세진전자통신,대구 서구 서대구로 156
835,2,14,세진전자통신,대구 서구 서대구로 156
835,2,15,GS25(부개역점),인천 부평구 부개동 289-9번지 1층
835,2,16,우주복권판매점,인천 연수구 연수동 593-4 상가 108호
835,2,17,한국인세계대박복권,인천 연수구 한나루로197번길 34
835,2,18,알리바이신창점,광주 광산구 왕버들로 265 1층 103-1호
835,2,19,커피로또,대전 대덕구 석봉로38번길 67
835,2,20,현암꽃플라워,대전 동구 태전로 167
835,2,21,삼산현대 로또판매,울산 남구 삼산동 1506-10번지
835,2,22,우리들(북구청점),울산 북구 연암동(효문동) 417-1 1층 우리들편의점 내
835,2,23,로또복권,울산 울주군 해맞이로 1578
835,2,24,로또복권,경기 고양시 덕양구 충장로 118-30 샘터마을229동 앞 버스표판매소
835,2,25,백석고앞 정류장 로또판매점,경기 고양시 일산동구 일산로 196 1층 104호
835,2,26,오덕복권나라,경기 광주시 탄벌동(송정동) 274-1
835,2,27,복권만당,경기 군포시 군포로 489-2
835,2,28,럭키로또판매점,경기 성남시 수정구 수정로 68 1층 3호
835,2,29,태일이엔지,"경기 수원시 권선구 경수대로302번길 22 상가동 107호(권선동, 권선한양아파트)"
835,2,30,이플러스,경기 수원시 영통구 매탄동 153-14
835,2,31,로또복권방(고잔점),경기 안산시 단원구 고잔동(호수동) 726-1
835,2,32,일공공일(CU편의점),경기 안산시 단원구 예술대학로 82 중앙상가 102호
835,2,33,대박,경기 안양시 동안구 관평로170번길 33
835,2,34,황금알상회,경기 평택시 지산동 1029 대로변 상가 1층 115호
835,2,35,용이복권방,경기 평택시 현신3길 44
835,2,36,TOTO,강원 강릉시 주문로 55
835,2,37,속초등대로또복권,강원 속초시 영금정로 23
835,2,38,D-마트담배,"강원 속초시 조양상가길 25 롯데마트속초점, 1층 복권판매점"
835,2,39,대박찬스,충북 청주시 흥덕구 가경로161번길 3
835,2,40,금능마트,충북 충주시 후곡길 19 금능마트
835,2,41,대소원로또,충북 충주시 중원대로 4373 휴게소내 컨테이너
835,2,42,장미슈퍼,충남 부여군 계백로 265 부여군청 로터리 부근
835,2,43,매일슈퍼,충남 서천군 서천읍 군사리 179-19번지
835,2,44,삽교복권방,충남 예산군 삽교로2길 2 CU편의점내
835,2,45,행운로또,충남 천안시 서북구 늘푸른1길 19 부경아파트 상가동 내
835,2,46,운수대통복권방,전북 익산시 무왕로23길 3
835,2,47,GS25(전주리조트점),전북 전주시 덕진구 우아동2가 922-6번지
835,2,48,선재,경북 경주시 외동읍 연안리 877 1층 CU편의점내
835,2,49,선재,경북 경주시 외동읍 연안리 877 1층 CU편의점내
835,2,50,로또천국건천점,경북 경주시 내서로 1118
835,2,51,선재,경북 경주시 외동읍 연안리 877 1층 CU편의점내
835,2,52,선재,경북 경주시 외동읍 연안리 877 1층 CU편의점내
835,2,53,명덕사 복권판매점,경북 구미시 봉곡남로 77
835,2,54,대방상회,경남 창원시 성산구 대암로 123
835,2,55,복권명당,경남 창원시 마산회원구 팔용로 249 1층
835,2,56,GS25(팔용대림점),경남 창원시 의창구 팔용동 154-5번지
835,2,57,마법사복권방,제주 서귀포시 동홍동 472-3
835,2,58,왕대박복권방,제주 서귀포시 표선관정로 103
836,1,1,시흥식품,서울 금천구 시흥대로63길 13 1층
836,1,2,럭키복권방,서울 도봉구 노해로63길 79 우림빌딩 112호
836,1,3,갈렙분식한식,서울 중랑구 용마산로115길 92
836,1,4,부일카서비스,부산 동구 자성로133번길 35
836,1,5,복권명당,대전 서구 만년남로3번길 164
836,1,6,백석고앞 정류장 로또판매점,경기 고양시 일산동구 일산로 196 1층 104호
836,1,7,코아복권방,경기 오산시 궐동 631-1번지 GS25(궐동코아점)
836,1,8,로또판매점,경기 포천시 호국로 1900
836,1,9,팡팡복권방,충북 진천군 상산로 71
836,1,10,복덩어리,충북 청주시 서원구 1순환로1107번길 21 1층 110호
836,1,11,로또복권방,충북 청주시 청원구 내수로 725-1 디지털프라자 옆
836,1,12,씨스페이스(삼계가야점),경남 김해시 삼계동 1462-9번지 102호
836,1,13,로또복권하대점,경남 진주시 도동로 188
836,1,14,석촌로또,제주 제주시 조천읍 함덕리 1002-16 GS25
836,2,1,복권나라,서울 관악구 남부순환로 1739-9
836,2,2,엔마트,서울 동대문구 장한로31길 10
836,2,3,보성정보통신,서울 동대문구 장한로2길 24
836,2,4,중앙슈퍼,서울 동작구 흑석동 184-27
836,2,5,인터넷판매(동행복권),동행복권(dhlottery.co.kr)
836,2,6,미래통신,서울 성북구 장월로 118-1
836,2,7,잠실매점,서울 송파구 올림픽로 269 잠실역 8번출구 앞 가판
836,2,8,승리상사,서울 영등포구 신길동 42-2번지 신길역지하환승통로
836,2,9,가로판매점,서울 용산구 원효로 179
836,2,10,갈렙분식한식,서울 중랑구 용마산로115길 92
836,2,11,에이마트 로또판매점,부산 강서구 신호산단2로 53-1 1층 103호
836,2,12,녹산로또,부산 강서구 녹산산단335로 12-7 1층
836,2,13,기장슈퍼,부산 기장군 차성동로 69
836,2,14,부일카서비스,부산 동구 자성로133번길 35
836,2,15,복터졌네 대박로또,부산 사상구 광장로21번길 46
836,2,16,효성로또,대구 달서구 본동 613-5번지 세븐일레븐 1층내
836,2,17,로또GS(달서공단),대구 달서구 월암동 1104번지 GS25편의점 내
836,2,18,로또명당,대구 달서구 월곡로 136 GS칼텍스 주유소 1층
836,2,19,대한슈퍼,대구 달서구 학산로 215
836,2,20,복권명당,대구 북구 구암동 671-11
836,2,21,알리바이,광주 광산구 수등로 253 1층 알리바이
836,2,22,월드25,경기 고양시 덕양구 화신로260번길 66
836,2,23,로또명당,경기 고양시 일산동구 풍동 633번지 동국프라자2층1-2호
836,2,24,마두5번출구가판로또,경기 고양시 일산동구 중앙로 1200
836,2,25,마두역상행선 가판대,경기 고양시 일산동구 중앙로 1181 마두역 중앙 횡단보도 오른쪽
836,2,26,GS25(하안연서점),경기 광명시 하안동(하안4동) 01월 30일
836,2,27,훼밀리슈퍼,경기 구리시 건원대로34번길 19 세신훼밀리타운102
836,2,28,와부로또복권방,경기 남양주시 덕소로 94 와부약국내
836,2,29,드림로또마켓,"경기 수원시 권선구 금곡로 206 128호 (금곡동, 우성매디피아2)"
836,2,30,그날복권판매점,경기 수원시 권선구 하탑로 54 1층 GS25
836,2,31,지우시스템,경기 안성시 덕봉서원로 43 1층
836,2,32,종합복권나라,경기 양평군 북한강로 12 1층
836,2,33,동백복권,경기 용인시 기흥구 동백중앙로 283 제1층 제비109호
836,2,34,로또판매점,경기 포천시 호국로 1900
836,2,35,대박예감,경기 화성시 영통로 36 1층
836,2,36,드림로또,강원 원주시 행구로 158 1층
836,2,37,CU(횡성점),강원 횡성군 횡성읍 읍하리 115-11
836,2,38,두꺼비복권방,충북 청주시 서원구 산남로 47 104호
836,2,39,로또복권방분평점,충북 청주시 서원구 월평로 78
836,2,40,만복편의점,충북 청주시 흥덕구 봉명동(봉명1동) 900
836,2,41,복권마을,충북 충주시 봉황1길 2
836,2,42,필로또복권,충남 서산시 호수공원6로 64 1층
836,2,43,비사벌쇼핑,전북 김제시 도작로 89
836,2,44,로또복권토토위드미완주공단점,전북 완주군 과학로 1009
836,2,45,38복권방,전북 전주시 완산구 용리로 118
836,2,46,대박찬스,전북 정읍시 관통로 59
836,2,47,강진로또판매점,전남 강진군 강진읍 남성리 May-55 청자골맛길 주변
836,2,48,대운로또명당,전남 강진군 강진읍 동성리 218-15
836,2,49,대운로또명당,전남 강진군 강진읍 동성리 218-15
836,2,50,북부상회,전남 광양시 인덕로 1082
836,2,51,알리바이(나주점),전남 나주시 나주로 142 알리바이
836,2,52,새론마트내로또복권,전남 순천시 북문5길 5 새론마트
836,2,53,종합복권방,전남 해남군 해남로 34
836,2,54,나누리로또,경북 경산시 성암로15길 4 1층
836,2,55,치산로또명당,경북 영천시 충효로 118
836,2,56,행복충전소,경북 예천군 행복로 229 상가 102호
836,2,57,행운,경남 거제시 장평3로 38-6
836,2,58,GS25(김해서상점),경남 김해시 서상동 152-10번지 1층
836,2,59,포시즌,경남 김해시 내외중앙로 99 복권판매점
836,2,60,수산로또점,경남 밀양시 백산로 4 1층
837,1,1,GS25(트윈테크점),서울 금천구 가산동 345-9번지 SK트윈테크타워A동-103호
837,1,2,스파,서울 노원구 동일로 1493 주공10단지종합상가111
837,1,3,다산복권,경기 남양주시 퇴계원면 퇴계원리 56-13 1층 편의점 내 일부
837,1,4,일죽휴게소복권,경기 안성시 일죽면 월정리 481-4 일죽휴게소내 세븐일레븐 일죽휴게소점
837,1,5,줄줄이복권방,경기 오산시 부산동(중앙동) 778-8 1층 105호
837,1,6,로또팡팡 토토팡팡,전북 군산시 지곡로 30
837,2,1,토큰박스,서울 강북구 도봉로 334 KFC앞 가판
837,2,2,까치(소식5),서울 도봉구 도봉로 733
837,2,3,정원복권방,서울 도봉구 도봉로 468 1층 101-3호
837,2,4,(주)동행복권_인터넷복권,동행복권(dhlottery.co.kr)
837,2,5,옥수역복권방,서울 성동구 한림말길 49
837,2,6,원스탑,서울 송파구 백제고분로7길 39
837,2,7,잠실매점,서울 송파구 올림픽로 269 잠실역 8번출구 앞 가판
837,2,8,가판대,서울 중구 을지로4가 28번지
837,2,9,부일카서비스,부산 동구 자성로133번길 35
837,2,10,부일카서비스,부산 동구 자성로133번길 35
837,2,11,세진전자통신,대구 서구 서대구로 156
837,2,12,복권왕국,인천 부평구 부흥로 359 1층
837,2,13,알리바이신창점,광주 광산구 왕버들로 265 1층 103-1호
837,2,14,현암꽃플라워,대전 동구 태전로 167
837,2,15,천하명당복권방역전점,대전 동구 대전로 815
837,2,16,플러스복권,대전 서구 대덕대로168번길 82 편의점 내
837,2,17,한꿈복권방,울산 중구 번영로 586
837,2,18,대박복권방,경기 부천시 고리울로 51 고강빌딩1층
837,2,19,서현로또,경기 성남시 분당구 분당로53번길 21 122호
837,2,20,가판점,경기 성남시 수정구 수정로 188
837,2,21,한양복권방,경기 수원시 권선구 삼천병마로 1592-3
837,2,22,대성식품,경기 수원시 팔달구 교동(매교동) 92-2
837,2,23,스타복권,경기 양주시 평화로 1279
837,2,24,GS25(수지수석점),경기 용인시 수지구 풍덕천동 1080-1번지 수석프라자103호
837,2,25,명지나눔로또,경기 용인시 처인구 명지로 41 에이치탑용인빌딩5 제지1층 제비111호
837,2,26,점촌생활용품점,경기 평택시 점촌로20번길 32 1층 상가
837,2,27,훈민로또점,"강원 속초시 수복로 199-1 강원약초상회, 복권판매점"
837,2,28,CU(원주단관점),강원 원주시 단구동 1654-4 1층 cu
837,2,29,CU(횡계점),강원 평창군 대관령면 횡계리 316-2번지
837,2,30,세븐,충북 옥천군 옥천읍 하계리 75-3 세븐일레븐편의점
837,2,31,대박마트,충북 청주시 상당구 원봉로 50 주공상가점포103
837,2,32,왕대박유통,충북 청주시 흥덕구 서현동로 25 화인프라자 1층
837,2,33,영약국,충남 금산군 인삼로 104
837,2,34,행운로또판매점,충남 아산시 북수로 97 1층
837,2,35,행복만남천안터미널점,충남 천안시 동남구 터미널2로 26-1 1층(북쪽)
837,2,36,현대마트휴게실,전북 군산시 경포천동길 26
837,2,37,진로베스토아,전북 익산시 동서로 359
837,2,38,이마트24,전북 전주시 덕진구 아중로 148 1층
837,2,39,복권나라,전북 전주시 완산구 서원로 289-6 1층
837,2,40,대흥당,전북 정읍시 관통로 102
837,2,41,광양복권전문점,전남 광양시 순광로 688
837,2,42,희망복권방,전남 나주시 풍물시장1길 3
837,2,43,금성복권방,전남 나주시 대호동(성북동) 236 GS편의점 내
837,2,44,송도하우스,전남 목포시 영산로 525 목포터미널 내
837,2,45,위드미(진양호점),경남 진주시 남강로 58 1층
837,2,46,현대로또,경남 진주시 상평동 197-47번지 CU편의점 내
837,2,47,경일통신,경남 창원시 마산회원구 북성로 340
838,1,1,우일,서울 송파구 마천로 235
838,1,2,무지개복권,경기 오산시 현충로 95
838,1,3,프림,경기 평택시 서해로 1402 GS편의점 내
838,1,4,왕대박복권방,충북 청주시 청원구 두릉유리로 1119
838,1,5,NG24,경북 칠곡군 북중리3길 59
838,2,1,복권방,서울 강동구 천호대로176길 10-3
838,2,2,구청앞로또명당,서울 강북구 수유3동 191-58번지
838,2,3,새로나슈퍼,서울 강서구 강서로5길 16 1층
838,2,4,성원,서울 구로구 구로동로26길 65 외1필지1층
838,2,5,버스토큰판매소,서울 구로구 시흥대로 577 구로디지털단지 6번출구앞 가판점
838,2,6,대진전자,"서울 노원구 동일로 1355 1층,105호(상계동,상계주공2단지아파트)"
838,2,7,인동상회,서울 노원구 한글비석로 396 벽산아파트상가108-116
838,2,8,복권천국방,서울 마포구 동교로 92 1층
838,2,9,(주)동행복권_인터넷복권,동행복권(dhlottery.co.kr)
838,2,10,윤진복권방,서울 송파구 가락동(가락본동) 70 영남빌딩105호
838,2,11,IGA(이가)편의점,서울 은평구 녹번동 252번지
838,2,12,종합가판점,서울 은평구 대조동 4-1번지
838,2,13,상호없음,서울 종로구 새문안로 103-1
838,2,14,토토,서울 중구 세종대로18길 10
838,2,15,부일카서비스,부산 동구 자성로133번길 35
838,2,16,글샘서점,부산 동래구 충렬대로428번길 69-1
838,2,17,토큰박스7호광장점,대구 달서구 달구벌대로 1714
838,2,18,이마트편의점(달서송현),대구 달서구 송현로 32
838,2,19,코사마트금강점,대구 달서구 용산로 204 1층 코사마트
838,2,20,토토닷컴,대구 달성군 논공중앙로 166
838,2,21,복권명당,대구 동구 반야월로 154
838,2,22,복권명당(반고개네거리),대구 서구 달서로 2
838,2,23,메트로센터점,대구 중구 달구벌대로 지하 2100 메트로센터C412호
838,2,24,명당복권,인천 계양구 작전동(작전1동) 388-1
838,2,25,마장대박로또,인천 부평구 산곡동(산곡2동) 261-8
838,2,26,로또복권방,인천 서구 신현로 44 1층102호
838,2,27,역전휴게마트,광주 북구 무등로 240
838,2,28,금강수여울목,대전 대덕구 신탄진로 806-1
838,2,29,금맥을캐다,대전 중구 대둔산로 472-1
838,2,30,CU(달동초이스점),울산 남구 달동 1309-1번지
838,2,31,노다지복권방,울산 남구 선암동 680-1번지 우주상가3호
838,2,32,에스에프마트,울산 북구 동대17길 2
838,2,33,복권백화점,울산 울주군 온덕2길 20
838,2,34,모아마트,울산 울주군 석남로 873
838,2,35,일산복권,경기 고양시 일산서구 중앙로 1493 애비뉴상가1090호
838,2,36,대박DREAM,경기 광명시 광명로928번길 10
838,2,37,대박찬스,경기 남양주시 장현로 111 1층1호
838,2,38,이지마트24 심곡2호,경기 부천시 양지로 205 1층 118호
838,2,39,영통대박복권,경기 수원시 영통구 법조로149번길 101 1층 101호 CU편의점 내
838,2,40,북문복권방,경기 수원시 장안구 정조로 927-1
838,2,41,천하명당복권방,경기 수원시 팔달구 매산로 2
838,2,42,복권명당,경기 안산시 상록구 광덕산2로 25
838,2,43,메이,경기 안양시 동안구 경수대로 715
838,2,44,로또방,경기 용인시 기흥구 고매동 485-16번지 CU(기흥IC점)
838,2,45,이마트24용인스위트홈점,경기 용인시 처인구 김량장동 329-2 103호 편의점
838,2,46,로또복권,경기 평택시 팽성읍 객사리 126-3번지 GS25평택송화점
838,2,47,행운복권방,경기 포천시 솔모루로 86-1
838,2,48,올인(allin),경기 화성시 3.1만세로 1147
838,2,49,포유로또,경기 화성시 동화새터길 98 106호
838,2,50,동탄복권방,경기 화성시 동탄순환대로 702 성산타워 B동 101호
838,2,51,북원복권,강원 원주시 단관초교길 9 상가 1층 102호
838,2,52,왕대박복권방,충북 청주시 청원구 두릉유리로 1119
838,2,53,옥산행운로또복권방,충북 청주시 흥덕구 옥산면 오산리 537-10번지
838,2,54,터미널매점,충남 예산군 예산읍 산성리 647
838,2,55,GS25(천안문화점),충남 천안시 동남구 대흥동 10-5번지
838,2,56,GS25(천안문화점),충남 천안시 동남구 대흥동 10-5번지
838,2,57,로또복권판매도통점,전북 남원시 용성로 232
838,2,58,베스트올수성점,전북 정읍시 수성2로 28
838,2,59,도소매복권방,전남 광양시 광영로 146
838,2,60,알짜마트왕지점,전남 순천시 왕궁길 60 중흥파크상가 309-101호
839,1,1,교통카드판매대,서울 강동구 상일로15길 18 1층
839,1,2,열린복권방,부산 사상구 괘법동 546-16번지 프라자슈퍼
839,1,3,로또나라,대구 남구 장전1길 30-21
839,1,4,복권천국,인천 남동구 석산로 120
839,1,5,천일복권방,울산 중구 반구정6길 60 1층건물내
839,1,6,한꿈복권방,울산 중구 번영로 586
839,1,7,대박찬스,경기 광주시 송정로 69 나산상가1층4호
839,1,8,팡팡마트,경기 남양주시 오남읍 오남리 493-1
839,1,9,행복미니슈퍼,경기 부천시 부일로 409
839,1,10,로또휴게실,경기 용인시 기흥구 용구대로 1885
839,1,11,인제복권방,강원 인제군 비봉로 11-1
839,1,12,로또복권초당판매점,전남 무안군 무안읍 성남리 88-1번지 CU편의점
839,1,13,행운의집제1호점,경북 안동시 영가로 24
839,2,1,가로판매대,서울 강동구 올림픽로 648 천호역 3번 출구 앞(가판점)
839,2,2,로또방,서울 강서구 가양3동 1486번지 하나로슈퍼
839,2,3,가판대,서울 도봉구 마들로 859-19 도봉산역 1번출구앞 가판대
839,2,4,천하명당복권방,서울 동작구 동작대로7길 11
839,2,5,(주)동행복권_인터넷복권,동행복권(dhlottery.co.kr)
839,2,6,(주)동행복권_인터넷복권,동행복권(dhlottery.co.kr)
839,2,7,노다지복권방,서울 성동구 성수2가3동 316-61번지 1층 1호
839,2,8,홈플러스앞가로판매점,서울 양천구 목동(목3동) 657-21
839,2,9,복권백화점,서울 은평구 연서로29길 7-2 1층
839,2,10,가로매점,서울 종로구 종로4가(종로1.2.3.4가동) 126-2 우리은행앞 가판
839,2,11,부일카서비스,부산 동구 자성로133번길 35
839,2,12,오렌지데이가야점,부산 부산진구 가야동 56-2번지 한신센터뷰104호 오렌지마트 내
839,2,13,운수대통복권방,부산 부산진구 전포대로200번길 13
839,2,14,명문슈퍼,부산 북구 만덕대로 82
839,2,15,복권방,부산 사하구 하단동 589-1번지 강서할인마트 내
839,2,16,메트로센터점,대구 중구 달구벌대로 지하 2100 메트로센터C412호
839,2,17,충남상회,인천 미추홀구 참외전로 268 302동 B211호
839,2,18,우리복권,인천 남동구 논고개로123번길 17 109호
839,2,19,대야지복권,광주 남구 회재로 1255-1
839,2,20,럭키뱅크,대전 동구 계족로 491
839,2,21,그린복권방,울산 북구 상방로 88 1층그린플라워
839,2,22,일산복권,경기 고양시 일산서구 중앙로 1493 애비뉴상가1090호
839,2,23,운좋은날,경기 광주시 광주대로 15
839,2,24,매향슈퍼,경기 수원시 팔달구 창룡대로 42-1
839,2,25,행운복권방,경기 시흥시 비둘기공원7길 45 트윈프라자B동114호
839,2,26,송가상사,경기 안산시 단원구 중앙대로 462 안산역사쇼핑몰1층131-3호
839,2,27,당첨로또복권,경기 안양시 동안구 포도원로 4
839,2,28,행운의시작복권전문점,강원 삼척시 사대안길 5 8통1반
839,2,29,팡팡복권방,충북 진천군 상산로 71
839,2,30,우리로또,충남 서산시 충의로 1231 이마트24편의점
839,2,31,777천하명당,충남 서천군 충절로 54
839,2,32,1등행운로또,충남 아산시 온천대로 1315 1층
839,2,33,황실복권방,충남 천안시 동남구 충절로 799
839,2,34,로또복권,충남 천안시 동남구 봉정로 58
839,2,35,또또복권방,전북 익산시 고봉로32길 3
839,2,36,스타토토로또슈퍼,전북 익산시 마동 370-5번지
839,2,37,팡팡복권마트.잡화슈퍼,전북 전주시 덕진구 가리내로 26
839,2,38,대흥당,전북 정읍시 관통로 102
839,2,39,금강로또,전남 목포시 용당로 151 금강서점
839,2,40,서부슈퍼,전남 여수시 좌수영로 14
839,2,41,복권왕국,전남 여수시 화산로 134
839,2,42,주택복권2호점,경북 구미시 금오시장로 13 114호
839,2,43,행운의집,경북 안동시 북문동 23-7번지
839,2,44,구담쌀슈퍼,경북 안동시 경동로 908
839,2,45,신라슈퍼,경남 김해시 진영로 215 복권판매점
839,2,46,위드미 마산만복점,경남 창원시 마산회원구 합성옛길 152
839,2,47,로또 판매점,경남 창원시 마산회원구 회원동(회원1동) 62-54 위드미 편의점 내
839,2,48,상남슈퍼체인,경남 창원시 성산구 마디미로 28 상남시장2층C-211호
840,1,1,대일슈퍼,대전 서구 월평중로24번길 48
840,1,2,버스표판매소,경기 고양시 덕양구 화신로 76 가라뫼 사거리 변전소 앞 버스정류장
840,1,3,나이키로또복권방,경기 광주시 경충대로 899 1층 111-1호(초월프라자)
840,1,4,CU(구리토평점),경기 구리시 토평동 997번지
840,1,5,나눔로또,경기 수원시 팔달구 팔달로2가(행궁동) 91-1 병원 앞 가판점
840,1,6,나도로또,경기 파주시 동패동 1759-6번지 씨티타워104호
840,1,7,407억당첨가판점,강원 춘천시 중앙로 65 국민은행앞 가판
840,1,8,학우사혜진로또판매점,경북 울진군 읍내2길 13-3 울진시장내
840,1,9,해피복권,경남 창원시 마산합포구 가포로 98 1층 CU편의점 내
840,1,10,GS25(진해제일점),경남 창원시 진해구 화천동 19-2번지
840,2,1,토큰박스,서울 강북구 도봉로 334 KFC앞 가판
840,2,2,다온복권,서울 강북구 오현로 190 1층 103호
840,2,3,자양사거리가로매점,서울 광진구 자양로 95
840,2,4,대박로또,서울 구로구 구로동(구로제4동) 771-10
840,2,5,천하명당복권방독산점,서울 금천구 독산로85길 16
840,2,6,(주)동행복권_인터넷복권,동행복권(dhlottery.co.kr)
840,2,7,(주)동행복권_인터넷복권,동행복권(dhlottery.co.kr)
840,2,8,럭키복권샵,서울 송파구 성내천로 218
840,2,9,복권파티,서울 송파구 오금로 516
840,2,10,로또판매점,서울 영등포구 시흥대로 671 1층 8호(대림동)
840,2,11,행운대박복권,서울 영등포구 영신로19길 8-1
840,2,12,드림스튜디오,서울 은평구 서오릉로 160 1층
840,2,13,부일카서비스,부산 동구 자성로133번길 35
840,2,14,복권방,부산 사하구 장림번영로 25
840,2,15,일등복권편의점,대구 달서구 대명천로 220 1층
840,2,16,따봉복권방,인천 부평구 주부토로 109
840,2,17,현희상점,인천 서구 석남동(석남2동) 538-22
840,2,18,알리바이,광주 광산구 수등로 253 1층 알리바이
840,2,19,썬빌리지신정점,울산 남구 중앙로 294
840,2,20,로데오복권방,경기 고양시 일산동구 장항동 778번지 우림보보카운티108
840,2,21,복권판매점,경기 남양주시 마석로 112 103호 441-1외2필지
840,2,22,씨스페이스(중앙공원점),경기 부천시 원미구 중동 1160-1번지 대우마이빌센트럴파크107호
840,2,23,천하명당복권방,경기 수원시 팔달구 매산로 2
840,2,24,천하명당,"경기 안양시 동안구 부림로 121 제125,제126"
840,2,25,GS25(수지수진점),경기 용인시 수지구 동천동 873-4번지 에덴빌딩 108호
840,2,26,정우,경기 용인시 처인구 백옥대로 574 C동상가
840,2,27,황금복권마트,경기 이천시 증신로325번길 5 1층
840,2,28,현대25시편의점,경기 파주시 봉천로 33-1
840,2,29,신바람복권마트,경기 평택시 평택3로56번길 28-8
840,2,30,희망복권,경기 평택시 평택1로20번길 39 1층 복권방
840,2,31,복권명가,강원 동해시 송정로 47-1 102호
840,2,32,영신슈퍼,충북 청주시 서원구 청남로 2119-1
840,2,33,예성로또복권,충남 서산시 동서1로 154
840,2,34,행운로또,충남 아산시 둔포면 관대리 197
840,2,35,로또명당인주점,충남 아산시 서해로 519-2
840,2,36,대박마트,충남 천안시 동남구 봉서8길 13 봉명청솔아파트상가103호
840,2,37,대박로또,충남 천안시 서북구 성환2로 45
840,2,38,한진롯또대박판매점,전북 고창군 복분자로 900
840,2,39,제일쇼핑,전북 익산시 고봉로30길 11 제일상가109-104호
840,2,40,Letsgo복권유통,전북 전주시 덕진구 무삼지로 29
840,2,41,노다지복권방,전북 전주시 덕진구 진북동 1037-31 1층 중간점포
840,2,42,굿모닝,전남 순천시 중앙로 220 굿모닝
840,2,43,하나유통,경북 경산시 공단2로 7
840,2,44,그린시스템,경북 경주시 원효로 148
840,2,45,진양상회,경북 영주시 선비로 68
840,2,46,행운로또청송점,경북 청송군 중앙로 247
840,2,47,씨스페이스(어방가야점),경남 김해시 어방동 531-4번지
840,2,48,복권방,경남 김해시 서부로 399 좌측 복권판매점
840,2,49,양곡복권방,경남 창원시 성산구 신촌동(웅남동) 34-2 양곡할인마트 내
840,2,50,소답시내버스매표소,경남 창원시 의창구 의안로2번길 17 가판
840,2,51,오도르캔들,경남 창원시 의창구 명지로63번길 2
841,1,1,지원물산,서울 노원구 공릉로 108
841,1,2,우미6호가판점,서울 서대문구 충정로5길 2
841,1,3,전원레코드,부산 북구 효열로 226
841,1,4,천하명당복권,대구 북구 칠곡중앙대로 545
841,1,5,씨스페이스(범물청구점),대구 수성구 범물동 1277-11번지
841,1,6,충남상회,인천 미추홀구 참외전로 268 302동 B211호
841,1,7,로또,"경기 구리시 갈매순환로 96 102호(갈매동,오대타워)"
841,1,8,북문복권방,경기 수원시 장안구 정조로 927-1
841,1,9,25시슈퍼,경기 시흥시 함송로14번길 13-17 홍익프라자1층107호
841,1,10,태양복권방,경기 파주시 사임당로 138-1
841,1,11,천하명당,강원 철원군 금학로 195-2
841,1,12,로또복권방분평점,충북 청주시 서원구 월평로 78
841,1,13,복권판매점,충남 서산시 고운로 164 미림화랑 옆 1층 상가
841,1,14,활력,충남 서산시 고운로 202
841,1,15,오름복권,경남 김해시 진례로 277 2호 복권판매점
841,1,16,목화휴게소,경남 사천시 사천대로 912
841,1,17,Goodday복권전문점,경남 창원시 성산구 반송로50번길 14
841,2,1,GS25(역삼대홍점),서울 강남구 역삼동 798-29번지
841,2,2,GS25(대치골드점),서울 강남구 대치동 896-52번지
841,2,3,행운의집,서울 강동구 구천면로 222
841,2,4,우이담배가게,서울 강북구 삼양로 371-1
841,2,5,복권방,서울 광진구 자양로18길 34
